nom	adaptat	lat	lon	email	telf	fax	addr	url
Escola d'Hosteleria Hofmann	0	41.3971406028	2.15299794444	Work: restaurante@hofmann-bcn.com	Work: +34 932187165	Fax: +34 932189867	C Granada del Penedès 14, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	http://www.hofmann-bcn.com
GBB Hotel Auto Hogar	0	41.3751559556	2.16939058333		Work: +34 934410297		Av Paral.lel 64, 08001, el Raval, Ciutat Vella, BARCELONA	
Hotel Eurostars Cristal Palace	0	41.3897965333	2.16606686111		Work: +34 934878778	Fax: +34 934879030	C Diputació 257, 08007, la Dreta de l'Eixample, Eixample, BARCELONA	
Hotel Apartaments Mur-Mar	0	41.3788630528	2.17584147222	Work: ehcosmos@erra.es	Work: +34 933173883	Fax: +34 934125039	C la Rambla 34, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Hotel Fira Palace	0	41.3727009333	2.15454172222	Work: recepcion@fira-palace.com	Work: +34 934262223	Fax: +34 934249721	Av Rius i Taulet 1, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	http://www.fira-palace.com
Bar Restaurant Mare Déu Port	0	41.3648123389	2.13940813889		Work: +34 933321014		C Mare de Déu de Port 336, 08038, la Marina de Port, Sants-Montjuïc, BARCELONA	
Cooperativa  La Popular Sansense SCL	0	41.3764778528	2.13887236111		Work: +34 934317789	Fax: +34 932980106	C Premià 13*15, 08014, Sants, Sants-Montjuïc, BARCELONA	
Centre Comercial El Corte Inglés *Avinguda Diagonal	0	41.3879687778	2.12791877778		Work: +34 933667100		Av Diagonal 617, 08028, les Corts, Les Corts, BARCELONA	
Bolera Bowling Pedralbes	0	41.3807555694	2.11656825		Main: +34 933330352	Fax: +34 934486196	Av Doctor Marañón 11, 08028, la Maternitat i Sant Ramon, Les Corts, BARCELONA	
Hotel Meliá Barcelona	0	41.3909027389	2.14175061111	Work: melia.barcelona@solmelia.com	Work: +34 934106060	Fax: +34 933215179	Av Sarrià 50, 08029, les Corts, Les Corts, BARCELONA	http://www.solmelia.com
Hotel NH Rallye	0	41.3814487444	2.12707830556		Work: +34 933399050	Fax: +34 934110790	Trav Corts 150, 08028, la Maternitat i Sant Ramon, Les Corts, BARCELONA	
Restaurant La Bona Tapa	0	41.4315908528	2.18071694444		Work: +34 934080544		Vèlia 71, 08016, Porta, Nou Barris, BARCELONA	
Restaurant El Raco d'en Xavi	0	41.4298404806	2.17716005556		Work: +34 933409387		Arnau d'Oms 27, 08016, Vilapicina i la Torre Llobeta, Nou Barris, BARCELONA	
Museu de Cera de Barcelona	0	41.3770996639	2.17744252778		Work: +34 933172649		Ptge Banca 5, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant El Glop de la Rambla	0	41.3912072389	2.16299175		Work: +34 934870097		Rbla Catalunya 65, 08007, la Dreta de l'Eixample, Eixample, BARCELONA	
Escola de Música Taller de Músics	0	41.3798071861	2.1640725		Work: +34 933290020	Fax: +34 933297211	C Requesens 2, 08001, el Raval, Ciutat Vella, BARCELONA	http://www.tallerdemusics.com
Hotel Rey Juan Carlos I	0	41.3834812667	2.10966041667		Work: +34 933644040		Av Diagonal 661-671, 08028, la Maternitat i Sant Ramon, Les Corts, BARCELONA	
Hotel Rey Juan Carlos I	0	41.3834812667	2.10966041667		Work: +34 933644040	Fax: +34 933644264	Av Diagonal 661-671, 08028, la Maternitat i Sant Ramon, Les Corts, BARCELONA	
Restaurant Taverna del Bisbe	0	41.3850301639	2.17673508333		Work: +34 933191819		Av Catedral 6*8, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Hotel NH Calderón	0	41.3895175028	2.16632497222		Work: +34 933010000		Rbla Catalunya 26, 08007, la Dreta de l'Eixample, Eixample, BARCELONA	
Hotel Cortés	0	41.3854897528	2.1716485		Work: +34 933027481	Fax: +34 933027870	C Santa Anna 25, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Bar 200	0	41.3798222472	2.17652641667		Work: +34 933027728		Escudellers 33, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant Bar Musical Zoo	1	41.3798222472	2.17652641667		Work: +34 933027728		C Escudellers 33, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Derby Hotels - Hotel Derby	0	41.3897713444	2.14196730556		Work: +34 933223215	Fax: +34 934100862	Loreto 0021, 08029, les Corts, Les Corts, BARCELONA	
Restaurant Zoologic	0	41.3912312139	2.19736486111	Work: info@zoologicrestaurant.com	Work: +34 933300303		Av Icària 164, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	http://www.zoologicrestaurant.com
Bar Restaurant Picayo	0	41.4217887361	2.17441841667		Work: +34 934330349		Av Mare Déu de Montserrat 228, 08041, el Guinardó, Horta-Guinardó, BARCELONA	
Picasso Cafè Teatro	0	41.3740308944	2.16000425		Work: +34 695360692		Elkano 67, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	http://www.picassocafeteatro.net
Bar Cafè Universal	0	41.395129425	2.14424308333		Work: +34 932013596	Fax: +34 934144935	Marià Cubí 182, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Central Cafè *Calvet	0	41.3931650417	2.14495136111		Work: +34 932020915		Calvet 1, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	http://www.centralcafe.es
Cafè Mozart *Bretón Herreros	0	41.4026169333	2.15227525		Work: +34 934159316		Bretón de los Herreros 4, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Bar Restaurant La Grangeta	0	41.4329251833	2.18575544444		Work: +34 933112559		Pl Palmeres 11, 08030, Sant Andreu, Sant Andreu, BARCELONA	http://www.lagrangeta.com
Restaurant La Ñata	0	41.3780149722	2.11891883333		Work: +34 933332262		Pintor Tapiró 18*20, 08028, la Maternitat i Sant Ramon, Les Corts, BARCELONA	
Bar Restaurant Golfo de Bizkaia	1	41.3839940556	2.18306075		Work: +34 933192431		C Vidrieria 12, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Restaurant Barbacoa de Gracia	0	41.4065303944	2.15980575		Work: +34 932102253		C Torrent de les Flors 65, 08024, la Vila de Gràcia, Gràcia, BARCELONA	
Café-Teatre Dietrich	0	41.3867932194	2.15981155556				Consell de Cent 255, 08011, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
L'Aquàrium de Barcelona - Acuarios Oceanworld	1	41.3769240972	2.18405694444		Main: +34 932217474	Fax: +34 932219226	Moll Espanya 7, 08039, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant Al Waha *Verdi	1	41.4034807222	2.15733702778		Work: +34 934159540		C Verdi 16, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Bar Restaurant Can Isi	0	41.3943762167	2.14426358333		Work: +34 932006826	Fax: +34 932006826	Avenir 74, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Cafè-Teatre Les Golfes	0	41.3986349083	2.15974130556		Work: +34 934154612		Francisco Giner 6, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant El Cuévano	0	41.4006612083	2.146329		Work: +34 932001348		Via Augusta 115, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Japonès Sake Sushi	0	41.3938171028	2.13212930556		Work: +34 932800316		Rda General Mitre 23, 08017, les Tres Torres, Sarrià-Sant Gervasi, BARCELONA	
Luz de Gas *Port Vell	0	40.6429494648	1.81621142644		Work: +34 932097711		Moll Dipòsit, 08003, Barceloneta, Ciutat Vella, BARCELONA	
Restaurant Bar La Bóveda	0	41.4434279806	2.16828972222		Work: +34 934275370		Antonio Machado 16, 08042, Canyelles, Nou Barris, BARCELONA	
Restaurant Dionisos *Comte d'Urgell	0	41.3830096889	2.15766930556		Work: +34 934515417		Comte d'Urgell 90, 08011, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.dionisos.ws
Restaurant Cerveseria Ciudad Condal	1	41.3888196194	2.16682041667	Work: la-flauta@retemail.es	Work: +34 933181997		Rbla Catalunya 18, 08007, la Dreta de l'Eixample, Eixample, BARCELONA	
Las Torres	0	41.3783158139	2.14477611111		Work: +34 932290101		Tarragona 151, 08015, Sants, Sants-Montjuïc, BARCELONA	
Bar Ok Corral	0	41.4021832111	2.14747655556		Work: +34 932378968		Lincoln 42, 08006, el Putxet i el Farró, Sarrià-Sant Gervasi, BARCELONA	
Restaurant El Cargolet Picant	0	41.3772468972	2.12189861111		Work: +34 933340454		Rier Blanca 7, 08028, la Maternitat i Sant Ramon, Les Corts, BARCELONA	
Bar La Esquinica	0	41.4306601278	2.17082283333		Work: +34 933582519		Pg Fabra i Puig 296, 08031, el Turó de la Peira, Nou Barris, BARCELONA	
Restaurant Cafè Silenus	0	41.38196965	2.16867283333	Work: bcn@restaurantsilenus.com	Work: +34 933022680	Fax: +34 933022680	C Àngels 8, 08001, el Raval, Ciutat Vella, BARCELONA	http://www.restaurantsilenus.com
Hotel España	0	41.3799523722	2.17283025	Work: info@hotelespanya.com	Work: +34 935500000	Fax: +34 935500007	C Sant Pau 9*11, 08001, el Raval, Ciutat Vella, BARCELONA	http://www.hotelespanya.com
Restaurant Bodega Manolo	0	41.4080858444	2.15826397222	Work: manoloquiros@tiscali.es	Work: +34 932844377		Torrent de les Flors 101, 08024, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Domino's Pizza *Avinguda Madrid	0	41.3789386472	2.12863302778		Work: +34 934900001		Av Madrid 118, 08028, Sants - Badal, Sants-Montjuïc, BARCELONA	
Restaurant Domino's Pizza *Via Laietana	0	41.3857779722	2.17670891667		Work: +34 933103339		Via Laietana 36, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Restaurant Domino's Pizza *Freser	0	41.4138664806	2.18134591667		Work: +34 934554010		C Freser 45*47, 08026, el Camp de l'Arpa del Clot, Sant Martí, BARCELONA	
Restaurant Domino's Pizza *València	0	41.3850075056	2.15284377778		Work: +34 934540008		C València 79*81 bxs, 08029, la Nova Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant Domino's Pizza *Ronda General Mitre	0	41.4048786	2.14146283333		Work: +34 934183231		Rda General Mitre 183, 08023, el Putxet i el Farró, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Domino's Pizza *Major Sarrià	0	41.4004862639	2.12081286111		Work: +34 932804188		Major de Sarrià 113, 08017, Sarrià, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Domino's Pizza *Sicília	0	41.4055784472	2.16838475		Work: +34 932077911		C Sicília 382*284, 08025, el Camp d'en Grassot i Gràcia Nova, Gràcia, BARCELONA	http://www.pizzahut.es
Restaurant Domino's Pizza *Sepúlveda	0	41.3766039917	2.15391911111		Work: +34 933294600		C Sepúlveda 38, 08015, Sant Antoni, Eixample, BARCELONA	
Restaurant  Compañia General de Sandwiches	0	41.40063565	2.13945127778		Work: +34 934146625		Santaló 155 Baix, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Arias	0	41.4094605639	2.14596772222		Work: +34 932112705		C Agramunt 15*17, 08023, el Putxet i el Farró, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Lombardo	0	41.3904690778	2.16400305556		Work: +34 934874842	Fax: +34 934872133	Rbla Catalunya 49*51, 08007, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant Can Punyetes *Marià Cubí	0	41.3952648694	2.14472066667		Work: +34 932009159		Marià Cubí 189, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	http://www.canpunyetes.es
Restaurant La Mostra	0	41.397162925	2.15727677778		Work: +34 932371353		C Riera de Sant Miquel 11*13, 08006, la Vila de Gràcia, Gràcia, BARCELONA	
Cabernet-Sauvignon	0	41.3915319806	2.14636925				Comte d'Urgell 280, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant Telepizza *Avinguda Paral·lel	0	41.3747514056	2.15862808333		Work: +34 934260828		Av Paral.lel 139, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	http://www.telepizza.es
Bar musical La Musaranya	0	41.4029775194	2.15356563889		Work: +34 934155270		Astúries 17, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Apartaments Gutemberg	0	41.3769005444	2.174693	Work: reservas@apartamentsgutemberg.com	Work: +34 933027111	Fax: +34 933186164	Ptge Gutenberg 7, 08001, el Raval, Ciutat Vella, BARCELONA	http://www.apartamentsgutemberg.com
Restaurant Dionisos *Torrent de l'Olla	0	41.4030287	2.15625244444		Work: +34 932373417		C Torrent de l'Olla 144, 08012, la Vila de Gràcia, Gràcia, BARCELONA	http://www.dionisos.ws
Restaurant El Racó de l'Asador	0	41.3891895278	2.1955765		Work: +34 932217193		Av Icària 134, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	
Restaurant Cafeteria La Locomotora	0	41.3824993694	2.15862813889		Work: +34 934544140		G.V. Corts Catalanes 525, 08011, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.lalocomotora.com
Restaurant La Taberna Griega *Torrent de l'Olla	0	41.4028006722	2.15636008333	Work: latabernagriega@terra.es	Work: +34 934 156 077		C Torrent de l'Olla 123, 08012, la Vila de Gràcia, Gràcia, BARCELONA	http://www.latabernagriega.com
Bar Bocatta *Centre Vila	0	41.3908965194	2.19785094444		Work: +34 932213852	Fax: +34 932250464	Salvador Espriu 61, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	http://www.bocatta.es
 Company *Illa Diagonal	0	41.3897150556	2.13537755556		Work: +34 934108089	Fax: +34 934301383	Av Diagonal 555*559, 08029, les Corts, Les Corts, BARCELONA	http://www.pansandcompany.com
Restaurant La Vinya del Senyor *Plaça Santa Maria	0	41.3832594667	2.18177327778		Work: +34 933103379		Pl Santa Maria 5 bxs, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Restaurant La Rueda	0	41.3986085667	2.16454288889	Work: braseria-larueda@hotmail.com	Work: +34 932073163	Fax: +34 934585350	C Rosselló 266 bxs, 08037, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant La Crema Canela	0	41.3804764778	2.17467455556		Work: +34 933182744		Ptge Madoz 4*6 Baix, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant Mesopotamia	0	41.4046926222	2.15586569444		Work: +34 932371563		C Verdi 65, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Centre de Cultura Contemporània de Barcelona	0	41.3838837083	2.16679477778		Work: +34 934120954	Fax: +34 933025132	C Montalegre 5, 08001, el Raval, Ciutat Vella, BARCELONA	
Bar Fortuna	0	41.411450025	2.15254916667		Work: +34 932844680		Av Coll del Portell 60, 08024, la Salut, Gràcia, BARCELONA	
Restaurant Can Punyetes *Ciutat Balaguer	0	41.4039870361	2.13475722222		Work: +34 934179127		Ciutat de Balaguer 50, 08022, Sant Gervasi - la Bonanova, Sarrià-Sant Gervasi, BARCELONA	http://www.canpunyetes.es
Restaurant La Singular	0	41.3998579528	2.15837775		Work: +34 932375098		C Francisco Giner 50, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Centre Esportiu Municipal Bernat Picornell	1	41.3647556861	2.15163783333		Work: +34 933250336		Av Estadi 30*40, 08038, el Poble Sec, Sants-Montjuïc, BARCELONA	
Restaurant Al Austriaco	0	41.3873138639	2.19735933333		Work: +34 932253386		Marina 16*18 Local 27, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	
Restaurant Envalira	1	41.4018888111	2.15666677778		Work: +34 932185813		Pl Sol 13, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Escola Fundació de Restauració i Hostalatge	0	41.4042851194	2.21146169444		Work: +34 934532904		Pg Taulat 243 1r, 08019, Diagonal Mar-Front Marítim del Poblenou, Sant Martí, BARCELONA	http://www.eshob.com
Drassanes Restaurant *Museu Marítim de Barcelona	0	41.3759508194	2.17603927778	Work: drassanesrestaurant@gmail.com	Work: +34 646143252		Av Drassanes 1, 08001, el Raval, Ciutat Vella, BARCELONA	
Restaurant Little Italy * Roger de Llúria	0	41.3920329417	2.17048219444		Work: +34 933017499		C Roger de Llúria 40 bxs, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.littleitaly.es
Restaurant Hanin	0	41.3871079472	2.16121436111		Work: +34 934540563	Fax: +34 934544996	C Aribau 32, 08011, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant La Paladar del Son	0	41.4044998528	2.16196241667		Work: +34 932851740		C Torrent de les Flors 6, 08024, la Vila de Gràcia, Gràcia, BARCELONA	
Teatre Nacional de Catalunya	0	41.3996869056	2.1860875		Work: +34 933065731	Fax: +34 933065718	Pl Arts 1, 08013, el Fort Pienc, Eixample, BARCELONA	http://www.tnc.es
Restaurant Jardí de l'Abadessa	0	41.3941330667	2.10980122222	Work: abadessa@jardiabadessa.com	Work: +34 932803754	Fax: +34 932806522	Abadessa Olzet 26, 08034, Pedralbes, Les Corts, BARCELONA	http://www.jardiabadessa.com
Cafeteria l'Exprés *Glòries	0	41.4049450333	2.19250372222		Work: +34 934860273		Av Diagonal 208, 08018, el Parc i la Llacuna del Poblenou, Sant Martí, BARCELONA	
Bar Bocatta *Glòries	1	41.4049450333	2.19250372222		Work: +34 934860020	Fax: +34 934860020	Av Diagonal 208, 08018, el Parc i la Llacuna del Poblenou, Sant Martí, BARCELONA	http://www.bocatta.es
Restaurant  Xinès Oriental Glòries *Glòries	0	41.4050852889	2.19307155556		Work: +34 934860179		Av Diagonal 188*252, 08018, el Parc i la Llacuna del Poblenou, Sant Martí, BARCELONA	
Restaurant La Dolça Hermínia	0	41.3866274389	2.17444941667		Work: +34 933170676	Fax: +34 933170903	C Magdalenes 27, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant El Rebujito de Moncho's	1	41.3873138639	2.19735933333	Work: info@monchos.com	Work: +34 932213883	Fax: +34 932219785	Marina 16, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	http://www.monchos.com
Restaurant Nou	0	41.4091070444	2.17250244444		Work: +34 934366846		C Padilla 327, 08025, la Sagrada Família, Eixample, BARCELONA	
Restaurant Alabina	0	41.4041502028	2.15661205556		Work: +34 932174475		C Verdi 40, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Venus Delicatessen	0	41.3807015583	2.17791638889		Work: +34 933011585		C Avinyó 25, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Bar Restaurant Catamaran	1	41.3911829833	2.20182127778	Work: catamaranbcn@catamaranbcn.com	Work: +34 932210175		Av Litoral 44, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	http://www.catamaranbcn.com
Restaurant La Tertulia	0	41.388714825	2.139953	Work: tertulia@arrosseriaxativa.com	Work: +34 934195897		Morales 15, 08029, les Corts, Les Corts, BARCELONA	http://www.arrosseriaxativa.com
Restaurant Thaï Gardens	1	41.39102	2.16767711111	Work: barcelona@thaigardensgroup.com	Work: +34 934879898	Fax: +34 932155457	C Diputació 273, 08007, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.thaigardensgroup.com
Bar cafeteria Il Caffè di Roma *Rda Sant Pere	0	41.3886246361	2.17143127778		Work: +34 933180608		Rda Sant Pere 11, 08010, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant La Tasca d'Or	0	41.3995137639	2.16735163889		Work: +34 934575046		C Bailèn 146, 08037, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant Las Pirámides	0	41.4095272306	2.18090211111		Work: +34 933474684		Independència 323, 08026, el Camp de l'Arpa del Clot, Sant Martí, BARCELONA	
Restaurant Cal Pinxo *Palau Mar	1	41.3808077	2.18585572222		Work: +34 932212211	Fax: +34 932213334	Pl Pau Vila 1, 08039, la Barceloneta, Ciutat Vella, BARCELONA	
Bar Restaurant Sagardi-Euskal *Argenteria	1	41.3835497778	2.18091375		Work: +34 933199993	Fax: +34 936548206	C Argenteria 62, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	http://www.sagardi.com
Restaurant Rodizio Amazonia	0	41.4141524556	2.16216330556		Work: +34 932841861		Av Mare Déu de Montserrat 29, 08024, Can Baró, Horta-Guinardó, BARCELONA	
Restaurant Nut	0	41.4029693833	2.15788733333		Work: +34 932854891		C Verdi 2, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Bar Burger King *Rambla, 26	0	41.3782394583	2.17613791667		Work: +34 934813159		C la Rambla 26, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant Equinox *Verdi	0	41.4036215139	2.15703130556		Work: +34 932373270		C Verdi 21*23, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Equinox *Pl del Sol	0	41.4018568111	2.15661905556		Work: +34 934157976		Pl Sol 14, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Mandongo *Maremàgnum	1	41.3757309111	2.18321327778	Work: info@gruptravi.com	Work: +34 932258143	Fax: +34 932258191	Moll Espanya 5*6, 08039, el Barri Gòtic, Ciutat Vella, BARCELONA	http://www.gruptravi.com
Restaurant Sakura-Ya *Illa Diagonal	0	41.3897150556	2.13537755556	Work: info@sakura-ya.org	Work: +34 934052645	Fax: +34 934303743	Av Diagonal 555*559, 08029, les Corts, Les Corts, BARCELONA	http://www.sakura-ya.org
Bar Restaurant Gran Arlequin	0	41.3580353417	2.14027583333		Work: +34 932231907	Fax: +34 932231971	Pg Zona Franca 137*139, 08038, la Marina de Port, Sants-Montjuïc, BARCELONA	
Museu Picasso	1	41.3851529583	2.18083441667		Work: +34 933103118		Montcada 15*23, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Restaurant Il Golfo di Napoli	0	41.3723232667	2.15535086111		Work: +34 934234543	Fax: +34 934235383	C Lleida 38, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	
Restaurant Terra Blava	1	41.3874814389	2.17388877778		Work: +34 934126372		Via Laietana 55, 08003, el Barri Gòtic, Ciutat Vella, BARCELONA	
